"Probe Set ID","Species Scientific Name","Transcript ID(Array Design)","Representative Public ID","Gene Symbol"
"1776117_at","Saccharomyces cerevisiae","YNL145W","YNL145W.S1","MFA2"
"1776118_at","Saccharomyces cerevisiae","YLR409C","YLR409C.S1","UTP21"
"1776119_at","Schizosaccharomyces pombe","SPCC162.06c","SPCC162.06c.S1","---"
"1776120_at","Saccharomyces cerevisiae","YER175W-A","YER175W-A.S1","---"
"1776121_at","Schizosaccharomyces pombe","SPCC61.03","SPCC61.03.S1","---"
"1776122_at","Saccharomyces cerevisiae","YML126C","YML126C.S1","ERG13"
"1776123_at","Saccharomyces cerevisiae","YDR167W","YDR167W.S1","TAF10"
"1776124_at","Schizosaccharomyces pombe","SPBC83.03c","SPBC83.03c.S1","---"
"1776125_at","Saccharomyces cerevisiae","YHR061C","YHR061C.S1","GIC1"
"1776126_at","Schizosaccharomyces pombe","SPBC16A3.13","SPBC16A3.13.S1","---"
"1776127_at","Saccharomyces cerevisiae","YMR102C","YMR102C.S1","---"
"1776128_at","Schizosaccharomyces pombe","SPBC16A3.07c","SPBC16A3.07c.S1","---"
"1776129_at","Saccharomyces cerevisiae","YJR077C","YJR077C.S1","MIR1"
"1776130_at","Schizosaccharomyces pombe","SPAC8C9.15c","SPAC8C9.15c.S1","---"
"1776131_at","Schizosaccharomyces pombe","SPBC29A3.10c","SPBC29A3.10c.S1","---"
"1776132_at","Saccharomyces cerevisiae","YPR188C","YPR188C.S1","MLC2"
"1776133_at","Schizosaccharomyces pombe","SPBC582.08","SPBC582.08.S1","---"
"1776134_at","Saccharomyces cerevisiae","YAL032C","YAL032C.S1","PRP45"
"1776135_at","Saccharomyces cerevisiae","YPR040W","YPR040W.S1","TIP41"
"1776136_at","Saccharomyces cerevisiae","YGL208W","YGL208W.S1","SIP2"
"1776137_at","Schizosaccharomyces pombe","SPAC23G3.12c","SPAC23G3.12c.S1","---"
"1776138_at","Schizosaccharomyces pombe","SPAC17G8.01c","SPAC17G8.01c.S1","---"
"1776139_at","Saccharomyces cerevisiae","YOR131C","YOR131C.S1","---"
"1776140_at","Schizosaccharomyces pombe","SPBC543.07","SPBC543.07.S1","---"
"1776141_at","Schizosaccharomyces pombe","SPBC365.12c","SPBC365.12c.S1","---"
"1776142_at","Schizosaccharomyces pombe","SPBC839.09c","SPBC839.09c.S1","---"
"1776143_at","Saccharomyces cerevisiae","YIL126W","YIL126W.S1","STH1"
"1776144_at","Schizosaccharomyces pombe","SPBC725.01","SPBC725.01.S1","---"
"1776145_at","Saccharomyces cerevisiae","YCR100C","YCR100C.S1","---"
"1776146_at","Schizosaccharomyces pombe","SPBC19G7.08c","SPBC19G7.08c.S1","---"
"1776147_at","Schizosaccharomyces pombe","SPAC25B8.13c","SPAC25B8.13c.S1","---"
"1776148_at","Schizosaccharomyces pombe","SPBC14C8.04","SPBC14C8.04.S1","---"
"1776149_at","Schizosaccharomyces pombe","SPAC1834.03c","SPAC1834.03c.S1","---"
"1776150_at","Saccharomyces cerevisiae","YGL191W","YGL191W.S1","COX13"
"1776151_at","Saccharomyces cerevisiae","YGL236C","YGL236C.S1","MTO1"
"1776152_at","Saccharomyces cerevisiae","YDR475C","YDR475C.S1","JIP4"
"1776153_at","Saccharomyces cerevisiae","YMR206W","YMR206W.S1","---"
"1776154_at","Saccharomyces cerevisiae","YBR070C","YBR070C.S1","ALG14"
"1776155_at","Saccharomyces cerevisiae","YGR180C","YGR180C.S1","RNR4"
"1776156_at","Saccharomyces cerevisiae","YAL061W","YAL061W.S1","BDH2"
